word_id,incomparable,comparative,superlative,short_m,short_f,short_n,short_pl,decl_m_id,decl_f_id,decl_n_id,decl_pl_id
12383,,,,сокруши'телен,сокруши'тельна,сокруши'тельно,сокруши'тельны,19827,19828,19829,19830
12399,0,,,небре'жен,небре'жна,небре'жно,небре'жны,29244,29245,29246,29247
12406,,,,ре'дкостен,ре'дкостна,ре'дкостно,ре'дкостны,29252,29253,29254,29255
12419,,,,гости'ничен,гости'нична,гости'нично,гости'ничны,29258,29259,29260,29261
12420,,,,,,,,97580,97581,97582,97583
12422,,,,кварти'рен,кварти'рна,кварти'рно,кварти'рны,29262,29263,29264,29265
12425,,,,,,,,14575,14576,14577,14578
12426,,,,вокза'лен,вокза'льна,вокза'льно,вокза'льны,29266,29267,29268,29269
12430,0,,,,,,,3198,3199,3200,3201
12432,1,,,,,,,97786,97787,97788,97789
12436,,,,лега'лен,лега'льна,лега'льно,лега'льны,9512,9513,9514,9515
12451,,,,,,,,20129,20130,20131,20132
12452,,,,,,,,85052,85053,85054,85055
12458,1,,,непредви'ден,непредви'денна,непредви'денно,непредви'денны,12145,12146,12147,12148
12462,,,,лимо'нен,лимо'нна,лимо'нно,лимо'нны,29278,29279,29280,29281
12469,0,,,цвета'ст,цвета'ста,цвета'сто,цвета'сты,29284,29285,29286,29287
12473,,,,,,,,84984,84985,84986,84987
12475,0,,,сушён,сушёна,сушёно,сушёны,29288,29289,29290,29291
12485,,,,,,,,24337,24338,24339,24340
12486,,,,бирюзо'в,бирюзо'ва,бирюзо'во,бирюзо'вы,1656,1657,1658,1659
12491,,,,мы'шечен,мы'шечна,мы'шечно,мы'шечны,11222,11223,11224,11225
12495,0,,,,,,,12950,12951,12952,12953
12498,0,,,,,,,19343,19344,19345,19346
12502,,,,*ду'мск,*ду'мска,*ду'мско,ду'мски,29296,29297,29298,29299
12504,1,,,,,,,85020,85021,85022,85023
12508,,,,суко'нен,суко'нна,суко'нно,суко'нны,29300,29301,29302,29303
12509,,,,корабе'лен,корабе'льна,корабе'льно,корабе'льны,29304,29305,29306,29307
12513,0,,,неимове'рен,неимове'рна,неимове'рно,неимове'рны,29310,29311,29312,29313
12517,0,,,компете'нтен,компете'нтна,компете'нтно,компете'нтны,8460,8461,8462,8463
12521,,,,служи'в,служи'ва,служи'во,служи'вы,29314,29315,29316,29317
12525,,,,уде'лен,уде'льна,уде'льно,уде'льны,29320,29321,29322,29323
12527,,,,брониро'ван,брониро'вана,брониро'вано,брониро'ваны,2126,2127,2128,2129
12531,,,,*о'тч,*о'тча,*о'тче,о'тчи,29324,29325,29326,29327
12539,,,,запу'тан,запу'танна,запу'танно,запу'танны,29330,29331,29332,29333
12551,0,,,кра'сочен,кра'сочна,кра'сочно,кра'сочны,29334,29335,29336,29337
12559,1,,,,,,,97672,97673,97674,97675
12564,0,,,,,,,85394,85395,85396,85397
12577,0,,,обма'нчив,обма'нчива,обма'нчиво,обма'нчивы,29340,29341,29342,29343
12580,0,,,треуго'лен,треуго'льна,треуго'льно,треуго'льны,21596,21597,21598,21599
12581,0,,,поса'дочен,поса'дочна,поса'дочно,поса'дочны,29344,29345,29346,29347
12583,0,,,своевре'менен,своевре'менна,своевре'менно,своевре'менны,29348,29349,29350,29351
12584,0,,,неосо'знан,неосо'знанна,неосо'знанно,неосо'знанны,29352,29353,29354,29355
12592,,,,,,,,84976,84977,84978,84979
12593,,,,лихора'дочен,лихора'дочна,лихора'дочно,лихора'дочны,9789,9790,9791,9792
12604,,,,,,,,19979,19980,19981,19982
12615,0,,,*сложне'йш,*сложне'йша,*сложне'йше,сложне'йши,29362,29363,29364,29365
12616,,,,ужаса'ющ,ужаса'юща,ужаса'юще,ужаса'ющи,22030,22031,22032,22033
12619,0,отве'снее,са'мый отве'сный,отве'сен,отве'сна,отве'сно,отве'сны,13530,13531,13532,13533
12620,1,,,,,,,97664,97665,97666,97667
12621,,,,"благослове'нен, благослове'н",благослове'нна,благослове'нно,благослове'нны,29366,29367,29368,29369
12623,0,,,,,,,85398,85399,85400,85401
12642,0,,,неусто'йчив,неусто'йчива,неусто'йчиво,неусто'йчивы,29372,29373,29374,29375
12646,,,,зави'ден,зави'дна,зави'дно,зави'дны,29376,29377,29378,29379
12647,,,,дря'хл,дряхла',дря'хло,дря'хлы,29380,29381,29382,29383
12656,,,,целенапра'влен,целенапра'вленна,целенапра'вленно,целенапра'вленны,29384,29385,29386,29387
12663,0,,,вздо'рен,вздо'рна,вздо'рно,вздо'рны,29392,29393,29394,29395
12666,,,,ко'дов,ко'дова,ко'дово,ко'довы,29398,29399,29400,29401
12669,1,,,,,,,97668,97669,97670,97671
12695,,,,,,,,17115,17116,17117,17118
12702,,,,,,,,10720,10721,10722,10723
12708,,,,неблагода'рен,неблагода'рна,неблагода'рно,неблагода'рны,29402,29403,29404,29405
12709,,,,золочён,золочёна,золочёно,золочёны,29406,29407,29408,29409
12712,0,,,си'пл,си'пла//сипла',си'пло,си'плы,29410,29411,29412,29413
12714,,,,,,,,85292,85293,85294,85295
12715,,,,*широче'нен,широче'нна,широче'нно,широче'нны,29414,29415,29416,29417
12717,,,,*кладби'щенск,*кладби'щенска,*кладби'щенско,кладби'щенски,29418,29419,29420,29421
12722,0,,,,,,,22369,22370,22371,22372
12737,,,,ра`диоакти'вен,ра`диоакти'вна,ра`диоакти'вно,ра`диоакти'вны,29424,29425,29426,29427
12742,,,,многоэта'жен,многоэта'жна,многоэта'жно,многоэта'жны,29428,29429,29430,29431
12746,0,,,*нижегоро'дск,*нижегоро'дска,*нижегоро'дско,нижегоро'дски,29432,29433,29434,29435
12747,,,,*католи'ческ,*католи'ческа,*католи'ческо,католи'чески,29436,29437,29438,29439
12755,,,,сме'жен,сме'жна,сме'жно,сме'жны,19553,19554,19555,19556
12760,,,,необрати'м,необрати'ма,необрати'мо,необрати'мы,29440,29441,29442,29443
12763,,,,,,,,29444,29445,29446,29447
12775,,,,те'ннисен,те'ннисна,те'ннисно,те'ннисны,29448,29449,29450,29451
12776,0,,,неудержи'м,неудержи'ма,неудержи'мо,неудержи'мы,29452,29453,29454,29455
12781,0,беззабо'тнее,беззабо'тнейший,беззабо'тен,беззабо'тна,беззабо'тно,беззабо'тны,1363,1364,1365,1366
12785,,,,*губе'рнск,*губе'рнска,*губе'рнско,губе'рнски,29456,29457,29458,29459
12786,,,,дви'гателен,дви'гательна,дви'гательно,дви'гательны,29460,29461,29462,29463
12789,,,,кислоро'ден,кислоро'дна,кислоро'дно,кислоро'дны,29464,29465,29466,29467
12790,0,озорне'е,,,озорна',озорно',озорны',97676,97677,97678,97679
12792,,,,командиро'вочен,командиро'вочна,командиро'вочно,командиро'вочны,29468,29469,29470,29471
12793,,,,буква'лен,буква'льна,буква'льно,буква'льны,2198,2199,2200,2201
12797,,,,сли'вочен,сли'вочна,сли'вочно,сли'вочны,29472,29473,29474,29475
12815,,,,самово'лен,самово'льна,самово'льно,самово'льны,29478,29479,29480,29481
12820,,,,подру'чен,подру'чна,подру'чно,подру'чны,29482,29483,29484,29485
12821,,,,назе'мен,назе'мна,назе'мно,назе'мны,29486,29487,29488,29489
12823,1,,,со'вестен,со'вестна,со'вестно,со'вестны,29490,29491,29492,29493
12845,0,,,насу'щен,насу'щна,насу'щно,насу'щны,29496,29497,29498,29499
12846,,,,безво'лен,безво'льна,безво'льно,безво'льны,29500,29501,29502,29503
12852,,,,ма'рок,ма'рка//марка',ма'рко,ма'рки,29508,29509,29510,29511
12859,0,,,томи'телен,томи'тельна,томи'тельно,томи'тельны,29520,29521,29522,29523
12864,,,,ковро'в,ковро'ва,ковро'во,ковро'вы,29524,29525,29526,29527
12871,,,,,,,,29530,29531,29532,29533
12880,0,незамени'мее,незамени'мейший,незамени'м,незамени'ма,незамени'мо,незамени'мы,11902,11903,11904,11905
12885,0,,,миллио'нен,миллио'нна,миллио'нно,миллио'нны,29534,29535,29536,29537
12889,,,,нескрыва'ем,нескрыва'ема,нескрыва'емо,нескрыва'емы,29540,29541,29542,29543
12892,,,,рестора'нен,рестора'нна,рестора'нно,рестора'нны,29544,29545,29546,29547
12893,,,,па'спортен,па'спортна,па'спортно,па'спортны,29548,29549,29550,29551
12897,,,,,,,,83426,83427,83428,83429
12903,0,,,,,,,2973,2974,2975,2976
12909,,,,неосторо'жен,неосторо'жна,неосторо'жно,неосторо'жны,12064,12065,12066,12067
12914,,,,злосча'стен,злосча'стна,злосча'стно,злосча'стны,29552,29553,29554,29555
12916,0,,,пита'телен,пита'тельна,пита'тельно,пита'тельны,29556,29557,29558,29559
12919,,,,,,,,85296,85297,85298,85299
12922,,,,отста'л,отста'ла,отста'ло,отста'лы,29560,29561,29562,29563
12930,,,,*тури'стск,*тури'стска,*тури'стско,тури'стски,29566,29567,29568,29569
12938,0,га'же,гадча'йший,га'док,гадка',га'дко,га'дки,83430,83431,83432,83433
12957,,,,,,,,85346,85347,85348,85349
12965,,,,скали'ст,скали'ста,скали'сто,скали'сты,29572,29573,29574,29575
12979,,,,нетре'зв,нетрезва',нетре'зво,нетре'звы//нетрезвы',29576,29577,29578,29579
12983,,,,хро'мов,хро'мова,хро'мово,хро'мовы,29582,29583,29584,29585
12990,0,,,,,,,84512,84513,84514,84515
12991,0,,,*кратча'йш,*кратча'йша,*кратча'йше,кратча'йши,29588,29589,29590,29591
12993,,,,гуси'н,гуси'на,гуси'но,гуси'ны,29592,29593,29594,29595
12996,,,,,,,,85300,85301,85302,85303
12998,,,,недосяга'ем,недосяга'ема,недосяга'емо,недосяга'емы,29596,29597,29598,29599
13001,0,,,бескоры'стен,бескоры'стна,бескоры'стно,бескоры'стны,29600,29601,29602,29603
13002,0,,,надлежа'щ,надлежа'ща,надлежа'ще,надлежа'щи,29604,29605,29606,29607
13003,,,,*потреби'тельск,*потреби'тельска,*потреби'тельско,потреби'тельски,29608,29609,29610,29611
13004,,,,,,,,85048,85049,85050,85051
13005,0,,,неизмери'м,неизмери'ма,неизмери'мо,неизмери'мы,29612,29613,29614,29615
13009,0,,,ве'сок,ве'ска,ве'ско,ве'ски,29616,29617,29618,29619
13018,,,,анони'мен,анони'мна,анони'мно,анони'мны,632,633,634,635
13020,0,,,негра'мотен,негра'мотна,негра'мотно,негра'мотны,11821,11822,11823,11824
13026,,,,"нача'льственен, нача'льствен",нача'льственна,нача'льственно,нача'льственны,29624,29625,29626,29627
13028,,,,льви'н,льви'на,льви'но,льви'ны,29628,29629,29630,29631
13031,,,,,,,,85304,85305,85306,85307
13034,,,,,,,,11683,11684,11685,11686
13038,0,,,,,,,29632,29633,29634,29635
13049,0,,,уча'щся,уча'щася,уча'щеся,уча'щися,29638,29639,29640,29641
13050,0,,,ту'чен,тучна',ту'чно,"ту'чны,тучны'",21802,21803,21804,21805
13054,,,,пу'шечен,пу'шечна,пу'шечно,пу'шечны,29642,29643,29644,29645
13055,0,,,состоя'телен,состоя'тельна,состоя'тельно,состоя'тельны,19985,19986,19987,19988
13056,,,,структу'рен,структу'рна,структу'рно,структу'рны,29646,29647,29648,29649
13060,,,,ю'рок,юрка',ю'рко,ю'рки,29652,29653,29654,29655
13061,,,,рыжева'т,рыжева'та,рыжева'то,рыжева'ты,29656,29657,29658,29659
13064,,,,о'перен,о'перна,о'перно,о'перны,29660,29661,29662,29663
13069,,,,пото'мственен,пото'мственна,пото'мственно,пото'мственны,29664,29665,29666,29667
13072,1,,,,,,,96269,96270,96271,96272
13083,0,,,,,,,85044,85045,85046,85047
13084,0,,,виртуа'лен,виртуа'льна,виртуа'льно,виртуа'льны,29670,29671,29672,29673
13085,0,,,,,,,85402,85403,85404,85405
13096,,,,,,,,29676,29677,29678,29679
13100,0,,,,,,,5158,5159,5160,5161
13107,,,,,,,,84017,84018,84019,84020
13109,0,,,мы'слим,мы'слима,мы'слимо,мы'слимы,29684,29685,29686,29687
13116,,,,,,,,97584,97585,97586,97587
13127,,,,милови'ден,милови'дна,милови'дно,милови'дны,29694,29695,29696,29697
13133,,,,,,,,20364,20365,20366,20367
13134,,,,разду'т,разду'та,разду'то,разду'ты,29698,29699,29700,29701
13135,,,,уча'стлив,уча'стлива,уча'стливо,уча'стливы,29702,29703,29704,29705
13140,,,,,,,,85124,85125,85126,85127
13141,,,,преждевре'менен,преждевре'менна,преждевре'менно,преждевре'менны,29706,29707,29708,29709
13142,,,,архи'вен,архи'вна,архи'вно,архи'вны,29710,29711,29712,29713
13148,,,,низкоро'сл,низкоро'сла,низкоро'сло,низкоро'слы,29714,29715,29716,29717
13150,,,,,,,,85120,85121,85122,85123
13151,0,,,безу'держен,безу'держна,безу'держно,безу'держны,1416,1417,1418,1419
13161,,,,*румы'нск,*румы'нска,*румы'нско,румы'нски,29720,29721,29722,29723
13163,0,,,близору'к,близору'ка,близору'ко,близору'ки,1754,1755,1756,1757
13167,,,,вспомога'телен,вспомога'тельна,вспомога'тельно,вспомога'тельны,3378,3379,3380,3381
13171,0,,,,,,,85406,85407,85408,85409
13172,0,,,,,,,29724,29725,29726,29727
13178,0,,,оши'бочен,оши'бочна,оши'бочно,оши'бочны,13833,13834,13835,13836
13180,,,,"вои'нственен,вои'нствен",вои'нственна,вои'нственно,вои'нственны,3106,3107,3108,3109
13185,,,,улы'бчив,улы'бчива,улы'бчиво,улы'бчивы,29734,29735,29736,29737
13188,,,,ко'ван,ко'вана,ко'вано,ко'ваны,29738,29739,29740,29741
13190,,,,мыши'н,мыши'на,мыши'но,мыши'ны,29742,29743,29744,29745
13191,,,,глубокомы'слен,глубокомы'сленна,глубокомы'сленно,глубокомы'сленны,29746,29747,29748,29749
13192,,,,,,,,86932,86933,86934,86935
13198,,,,кратковре'менен,кратковре'менна,кратковре'менно,кратковре'менны,29750,29751,29752,29753
13204,0,,,замаскиро'ван,замаскиро'ванна,замаскиро'ванно,замаскиро'ванны,29756,29757,29758,29759
13209,,,,розова'т,розова'та,розова'то,розова'ты,29760,29761,29762,29763
13211,0,,,,,,,85110,85111,85112,85113
13213,0,,,высо'тен,высо'тна,высо'тно,высо'тны,29766,29767,29768,29769
13215,,,,вышестоя'щ,вышестоя'ща,вышестоя'ще,вышестоя'щи,29772,29773,29774,29775
13216,,,,,,,,785,786,787,788
13219,,,,,,,,7483,7484,7485,7486
13220,0,,,ря'б,ряба',ря'бо,ря'бы//рябы',29776,29777,29778,29779
13221,,,,,,,,8528,8529,8530,8531
13224,,,,общепри'нят,общепри'нята,общепри'нято,общепри'няты,29782,29783,29784,29785
13253,,,,,,,,85084,85085,85086,85087
13262,0,,,*зве'рск,*зве'рска,*зве'рско,зве'рски,29796,29797,29798,29799
13265,0,жа'лостливее,,жа'лостлив,жа'лостлива,жа'лостливо,жа'лостливы,29800,29801,29802,29803
13274,,,,,,,,84962,84963,84964,84965
13285,,,,,,,,3830,3831,3832,3833
13288,,,,разде'т,разде'та,разде'то,разде'ты,29804,29805,29806,29807
13293,0,нео'пытнее,нео'пытнейший,нео'пытен,нео'пытна,нео'пытно,нео'пытны,12058,12059,12060,12061
13298,,,,кооперати'вен,кооперати'вна,кооперати'вно,кооперати'вны,29808,29809,29810,29811
13299,,,,одарён,одарена',одарено',одарены',29812,29813,29814,29815
13301,,,,*пропаганди'стск,*пропаганди'стска,*пропаганди'стско,пропаганди'стски,29816,29817,29818,29819
13302,,,,путёв,путёва,путёво,путёвы,29820,29821,29822,29823
13306,0,,,моното'нен,моното'нна,моното'нно,моното'нны,10986,10987,10988,10989
13314,0,,,"мно'жественен, мно'жествен",мно'жественна,мно'жественно,мно'жественны,29828,29829,29830,29831
13317,,,,скользя'щ,скользя'ща,скользя'ще,скользя'щи,29832,29833,29834,29835
13319,0,,,лы'жен,лы'жна,лы'жно,лы'жны,29836,29837,29838,29839
13320,0,,,,,,,83855,83856,83857,83858
13325,,,,,,,,10247,10248,10249,10250
13329,0,,,,,,,29840,29841,29842,29843
13332,,,,,,,,85308,85309,85310,85311
13338,,,,потря'сен,потря'сна,потря'сно,потря'сны,15824,15825,15826,15827
13349,,,,наёмен,наёмна,наёмно,наёмны,29850,29851,29852,29853
13354,,,,неистреби'м,неистреби'ма,неистреби'мо,неистреби'мы,29854,29855,29856,29857
13357,0,,,,,,,29858,29859,29860,29861
13358,,,,затаён,затаённа,затаённо,затаённы,29862,29863,29864,29865
13363,,,,щу'пл,щу'пла//щупла',щу'пло,щу'плы,29866,29867,29868,29869
13364,,,,объясни'м,объясни'ма,объясни'мо,объясни'мы,29870,29871,29872,29873
13369,0,расчётливее,расчётливейший,расчётлив,расчётлива,расчётливо,расчётливы,29876,29877,29878,29879
13372,0,,,подопе'чен,подопе'чна,подопе'чно,подопе'чны,29882,29883,29884,29885
13379,,,,ги'псов,ги'псова,ги'псово,ги'псовы,29886,29887,29888,29889
13380,,,,,,,,86928,86929,86930,86931
13382,,,,конституцио'нен,конституцио'нна,конституцио'нно,конституцио'нны,29892,29893,29894,29895
13390,,,,,,,,83434,83435,83436,83437
13391,0,,,*но'белевск,*но'белевска,*но'белевско,но'белевски,29896,29897,29898,29899
13394,,,,бескра'ен,бескра'йня,бескра'йне,бескра'йни,29900,29901,29902,29903
13407,,,,после'дователен,после'довательна,после'довательно,после'довательны,29906,29907,29908,29909
13408,,,,"неве'жественен,неве'жествен",неве'жественна,неве'жественно,неве'жественны,11738,11739,11740,11741
13410,,,,,,,,86978,86979,86980,86981
13422,0,,,учти'в,учти'ва,учти'во,учти'вы,29912,29913,29914,29915
13428,,,,суеве'рен,суеве'рна,суеве'рно,суеве'рны,20741,20742,20743,20744
13429,,,,*издева'тельск,*издева'тельска,*издева'тельско,издева'тельски,29916,29917,29918,29919
13431,,,,замыслова'т,замыслова'та,замыслова'то,замыслова'ты,29920,29921,29922,29923
13438,,,,лите'ен,лите'йна,лите'йно,лите'йны,29924,29925,29926,29927
13440,,,,опо'рен,опо'рна,опо'рно,опо'рны,29928,29929,29930,29931
13450,,,,незабыва'ем,незабыва'ема,незабыва'емо,незабыва'емы,29934,29935,29936,29937
13457,,,,,,,,161,162,163,164
13459,0,,,расплы'вчат,расплы'вчата,расплы'вчато,расплы'вчаты,29942,29943,29944,29945
13464,,,,пе'пелен,пе'пельна,пе'пельно,пе'пельны,29948,29949,29950,29951
13466,,,,улови'м,улови'ма,улови'мо,улови'мы,29952,29953,29954,29955
13467,0,,,плетён,плетёна,плетёно,плетёны,29956,29957,29958,29959
13485,,,,пуза'т,пуза'та,пуза'то,пуза'ты,29960,29961,29962,29963
13488,,,,никелиро'ван,никелиро'ванна,никелиро'ванно,никелиро'ванны,29964,29965,29966,29967
13490,0,,,,,,,98950,98951,98952,98953
13501,,,,отбо'рен,отбо'рна,отбо'рно,отбо'рны,29974,29975,29976,29977
13504,,,,по'чечен,по'чечна,по'чечно,по'чечны,29978,29979,29980,29981
13506,,,,парадокса'лен,парадокса'льна,парадокса'льно,парадокса'льны,29982,29983,29984,29985
13509,,,,поро'чен,поро'чна,поро'чно,поро'чны,29986,29987,29988,29989
13510,,,,*су'хонек,*су'хонька,*су'хонько,су'хоньки,29994,29995,29996,29997
13511,,,,волни'ст,волни'ста,волни'сто,волни'сты,29998,29999,30000,30001
13516,,,,беспарти'ен,беспарти'йна,беспарти'йно,беспарти'йны,30002,30003,30004,30005
13524,,,,пытли'в,пытли'ва,пытли'во,пытли'вы,30006,30007,30008,30009
13525,,,,окая'нен,окая'нна,окая'нно,окая'нны,30010,30011,30012,30013
13526,,,,,,,,10013,10014,10015,10016
13535,0,,,неразу'мен,неразу'мна,неразу'мно,неразу'мны,30016,30017,30018,30019
13538,,,,интернациона'лен,интернациона'льна,интернациона'льно,интернациона'льны,7166,7167,7168,7169
13542,,,,виногра'ден,виногра'дна,виногра'дно,виногра'дны,30020,30021,30022,30023
13548,,,,обле'зл,обле'зла,обле'зло,обле'злы,30026,30027,30028,30029
13551,0,,,,,,,85410,85411,85412,85413
13552,,,,,,,,84402,84403,84404,84405
13556,,,,*прибалти'йск,*прибалти'йска,*прибалти'йско,прибалти'йски,30030,30031,30032,30033
13557,,,,стациона'рен,стациона'рна,стациона'рно,стациона'рны,30034,30035,30036,30037
13558,,,,пустяко'в,пустяко'ва,пустяко'во,пустяко'вы,30038,30039,30040,30041
13559,,,,огоро'ден,огоро'дна,огоро'дно,огоро'дны,30042,30043,30044,30045
13573,,,,всенаро'ден,всенаро'дна,всенаро'дно,всенаро'дны,30048,30049,30050,30051
13575,,,,безотка'зен,безотка'зна,безотка'зно,безотка'зны,30052,30053,30054,30055
13580,,,,,,,,8264,8265,8266,8267
13582,,,,,,,,83438,83439,83440,83441
13586,1,,,,,,,98057,98058,98059,98060
13587,0,абсу'рднее,абсу'рднейший,абсу'рден,абсу'рдна,абсу'рдно,абсу'рдны,98,99,100,101
13596,,,,настави'телен,настави'тельна,настави'тельно,настави'тельны,30058,30059,30060,30061
13598,,,,подко'жен,подко'жна,подко'жно,подко'жны,30062,30063,30064,30065
13604,,,,уязви'м,уязви'ма,уязви'мо,уязви'мы,30066,30067,30068,30069
13606,0,,,э'кстрен,э'кстренна,э'кстренно,э'кстренны,24166,24167,24168,24169
13610,0,,,адеква'тен,адеква'тна,адеква'тно,адеква'тны,281,282,283,284
13617,,,,дошко'лен,дошко'льна,дошко'льно,дошко'льны,30072,30073,30074,30075
13618,0,,,уме'стен,уме'стна,уме'стно,уме'стны,22153,22154,22155,22156
13621,0,,,вступи'телен,вступи'тельна,вступи'тельно,вступи'тельны,30076,30077,30078,30079
13624,1,,,,,,,98415,98416,98417,98418
13627,0,,,ме'рен,ме'рна,ме'рно,ме'рны,30082,30083,30084,30085
13629,0,,,то'мен,томна',то'мно,то'мны,30086,30087,30088,30089
13644,0,,,принуди'телен,принуди'тельна,принуди'тельно,принуди'тельны,30094,30095,30096,30097
13646,,,,,,,,30098,30099,30100,30101
13647,,,,*глубоча'йш,*глубоча'йша,*глубоча'йше,глубоча'йши,30102,30103,30104,30105
13657,0,тухле'е,тухле'йший,ту'хл,тухла',ту'хло,ту'хлы,30108,30109,30110,30111
13659,0,,,непослу'шен,непослу'шна,непослу'шно,непослу'шны,12130,12131,12132,12133
13675,,,,,,,,85312,85313,85314,85315
13678,,,,нея'рок,нея'рка//неярка',нея'рко,нея'рки,30114,30115,30116,30117
13697,,,,резе'рвен,резе'рвна,резе'рвно,резе'рвны,30118,30119,30120,30121
13704,,,,*ве'нск,*ве'нска,*ве'нско,ве'нски,30122,30123,30124,30125
13712,,,,се'рен,се'рна,се'рно,се'рны,30126,30127,30128,30129
13724,0,,,обслу'живающ,обслу'живающа,обслу'живающе,обслу'живающи,30132,30133,30134,30135
13725,0,,,*вселе'нск,*вселе'нска,*вселе'нско,вселе'нски,30136,30137,30138,30139
13726,0,,,шутли'в,шутли'ва,шутли'во,шутли'вы,30140,30141,30142,30143
13731,,,,,,,,84726,84727,84728,84729
13732,0,,,съёмочен,съёмочна,съёмочно,съёмочны,30146,30147,30148,30149
13733,,,,диверсио'нен,диверсио'нна,диверсио'нно,диверсио'нны,30150,30151,30152,30153
13739,0,,,оруже'ен,оруже'йна,оруже'йно,оруже'йны,30154,30155,30156,30157
13740,,,,та'л,та'ла,та'ло,та'лы,30158,30159,30160,30161
13744,,,,коло'нен,коло'нна,коло'нно,коло'нны,30162,30163,30164,30165
13747,,,,,,,,85102,85103,85104,85105
13753,0,,,,,,,85414,85415,85416,85417
13758,,,,сби'вчив,сби'вчива,сби'вчиво,сби'вчивы,30176,30177,30178,30179
13763,,,,,,,,85316,85317,85318,85319
13764,1,,,,,,,98061,98062,98063,98064
13765,0,,,никчёмен,никчёмна,никчёмно,никчёмны,30180,30181,30182,30183
13774,,,,*эмигра'нтск,*эмигра'нтска,*эмигра'нтско,эмигра'нтски,30186,30187,30188,30189
13780,,,,зака'тен,зака'тна,зака'тно,зака'тны,30190,30191,30192,30193
13789,0,,,па'смурен,па'смурна,па'смурно,па'смурны,14088,14089,14090,14091
13795,,,,,,,,137,138,139,140
13806,,,,дове'рен,дове'ренна,дове'ренно,дове'ренны,30196,30197,30198,30199
13823,0,,,хрено'в,хрено'ва,хрено'во,хрено'вы,30200,30201,30202,30203
13826,,,,приба'вочен,приба'вочна,приба'вочно,приба'вочны,30206,30207,30208,30209
13828,,,,запозда'л,запозда'ла,запозда'ло,запозда'лы,30210,30211,30212,30213
13829,,,,,,,,10964,10965,10966,10967
13833,,,,нера'вен,неравна',неравно',неравны',30214,30215,30216,30217
13837,,,,*аллерги'ческ,*аллерги'ческа,*аллерги'ческо,аллерги'чески,30218,30219,30220,30221
13841,0,,,,,,,961,962,963,964
13844,,,,исступлён,исступлённа,исступлённо,исступлённы,30222,30223,30224,30225
13845,,,,,,,,9995,9996,9997,9998
13846,,,,*шпио'нск,*шпио'нска,*шпио'нско,шпио'нски,30226,30227,30228,30229
13847,,,,за'мшев,за'мшева,за'мшево,за'мшевы,30230,30231,30232,30233
13850,,,,эфи'рен,эфи'рна,эфи'рно,эфи'рны,24352,24353,24354,24355
13854,,,,ста'тен,ста'тна//статна',ста'тно,ста'тны,30234,30235,30236,30237
13865,0,,,мяси'ст,мяси'ста,мяси'сто,мяси'сты,30238,30239,30240,30241
13872,,,,кре'мов,кре'мова,кре'мово,кре'мовы,30246,30247,30248,30249
13874,,,,проце'нтен,проце'нтна,проце'нтно,проце'нтны,30250,30251,30252,30253
13877,,,,су'меречен,су'меречна,су'меречно,су'меречны,30254,30255,30256,30257
13886,,,,просвещён,просвещённа,просвещённо,просвещённы,30262,30263,30264,30265
13888,,,,*старе'йш,*старе'йша,*старе'йше,старе'йши,30266,30267,30268,30269
13896,,,,,,,,83442,83443,83444,83445
13902,0,,,,,,,85418,85419,85420,85421
13907,,,,перламу'тров,перламу'трова,перламу'трово,перламу'тровы,30272,30273,30274,30275
13914,,,,си'тцев,си'тцева,си'тцево,си'тцевы,30276,30277,30278,30279
13915,0,,,ве'трен,ве'трена,ве'трено,ве'трены,30280,30281,30282,30283
13918,0,,,,,,,83446,83447,83448,83449
13928,,,,за'гнан,за'гнанна,за'гнанно,за'гнанны,30284,30285,30286,30287
13938,0,,,ско'ван,ско'ванна,ско'ванно,ско'ванны,19319,19320,19321,19322
13941,,,,*высоче'нен,высоче'нна,высоче'нно,высоче'нны,30288,30289,30290,30291
13942,,,,,,,,14428,14429,14430,14431
13948,,,,непью'щ,непью'ща,непью'ще,непью'щи,30292,30293,30294,30295
13959,,,,метро'в,метро'ва,метро'во,метро'вы,30298,30299,30300,30301
13965,,,,недо'рог,недорога',недо'рого,недо'роги,30304,30305,30306,30307
13970,,,,наступа'телен,наступа'тельна,наступа'тельно,наступа'тельны,30308,30309,30310,30311
13974,,,,лику'ющ,лику'юща,лику'юще,лику'ющи,30312,30313,30314,30315
13977,0,,,пожи'знен,пожи'зненна,пожи'зненно,пожи'зненны,30316,30317,30318,30319
13978,,,,беззло'бен,беззло'бна,беззло'бно,беззло'бны,30320,30321,30322,30323
13982,1,,,оловя'нен,оловя'нна,оловя'нно,оловя'нны,13181,13182,13183,13184
13988,0,,,бессозна'телен,бессозна'тельна,бессозна'тельно,бессозна'тельны,30328,30329,30330,30331
13992,1,,,,,,,85320,85321,85322,85323
14001,,,,неопису'ем,неопису'ема,неопису'емо,неопису'емы,12048,12049,12050,12051
14009,0,,,"де'йственен, де'йствен",де'йственна,де'йственно,де'йственны,30332,30333,30334,30335
14014,,,,продукто'в,продукто'ва,продукто'во,продукто'вы,30336,30337,30338,30339
14024,1,,,,,,,98377,98378,98379,98380
14037,,,,черногла'з,черногла'за,черногла'зо,черногла'зы,30346,30347,30348,30349
14039,,,,пове'ржен,пове'ржена,пове'ржено,пове'ржены,30352,30353,30354,30355
14046,,,,,,,,87092,87093,87094,87095
14053,0,,,весо'м,весо'ма,весо'мо,весо'мы,30360,30361,30362,30363
